language,code,efficiency_score
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  arr  =  new  int[10000];  for(int  i=0;i<10000;i++){arr[i]=i;}  }  },45
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}
",75
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",73
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code"");
 } }",76
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",56
Java,"public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } }
",83
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",89
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } }
",74
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",66
JavaScript,"console.log([...Array(10).keys()]);
",55
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000];
 for(int i=0;
i<5000;
i++){nums[i]=i;
} } }",77
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",74
Python,"a=[]
for i in range(10000): a.append(i)",51
Python,"import numpy as np
a=np.arange(10)
print(a)",85
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",73
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000];
 for(int i=0;
i<10000;
i++){arr[i]=i;
} } }",77
Python,"import numpy as np
a=np.arange(10)
print(a)",86
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } }
",55
Python,print('Hello  World'),61
Python,"from math import sqrt
print(sqrt(16))",55
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",79
Python,def  factorial(n):  return  1  if  n==0  else  n*factorial(n-1),90
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000];
 for(int i=0;
i<10000;
i++){arr[i]=i;
} } }",50
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return  n==0?1:n*factorial(n-1); } },86
Python,"a=[]
for i in range(10000): a.append(i)",53
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",59
JavaScript,"let nums=[];

for(let i=0;
i<5000;
i++){nums.push(i);
}",65
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }",70
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },87
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",88
Python,"a=[]
for i in range(10000): a.append(i)",70
JavaScript,console.log('Hello World');,71
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}",70
Python,"a=[]
for  i  in  range(10000):  a.append(i)",78
JavaScript,"let  x  =  Array.from({length:10000},  (_,i)=>i*i);",61
JavaScript,"let  x  =  Array.from({length:10000},  (_,i)=>i*i);",50
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } }
",81
Python,"x = [i**2 for i in range(10000)]
",63
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000];
 for(int i=0;
i<10000;
i++){arr[i]=i;
} } }",67
JavaScript,"console.log('Hello World');
",66
Python,"for i in range(10): print(i)
",69
Python,"for i in range(10): print(i)
",71
Python,print([i for i in range(10)]),59
Python,print([i  for  i  in  range(10)]),68
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5));
 } static int factorial(int n){ return n==0?1:n*factorial(n-1);
 } }",73
Python,"import numpy as np
a=np.arange(10)
print(a)",77
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",57
Python,"import numpy as np
a=np.arange(10)
print(a)",89
JavaScript,console.log([...Array(10).keys()]);,70
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }
",49
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",74
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",67
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code"");
 } }",64
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",70
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },54
Python,"i=0
while i<10:
  print(i)
  i+=1
",75
JavaScript,"let  i=0;
while(i<10){console.log(i);i++;}",63
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }
",86
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },65
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",66
JavaScript,"console.log(Math.sqrt(16));
",90
Java,"public class Main { public static void main(String[] args) { for(int i=0;
i<10;
i++) System.out.println(i);
 } }",62
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",69
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",93
Python,"a=[]
for i in range(10000): a.append(i)",68
Python,"import numpy as np
a=np.arange(10)
print(a)
",96
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}
",76
Python,print([i for i in range(10)]),63
Java,"public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } }
",79
JavaScript,function fact(n){return  n==0?1:n*fact(n-1);},67
Java,"public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } }
",77
Python,"from math import sqrt
print(sqrt(16))
",87
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",79
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",55
Python,"import numpy as np
a=np.arange(10)
print(a)
",95
Python,"i=0
while  i<10:
    print(i)
    i+=1",73
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),77
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",55
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5));
 } static int factorial(int n){ return n==0?1:n*factorial(n-1);
 } }",94
Python,"i=0
while  i<10:
    print(i)
    i+=1",59
Python,"print('Hello World')
",61
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",66
Python,for i in range(10): print(i),62
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},69
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",52
Python,print([i for i in range(10)]),79
Python,"from math import sqrt
print(sqrt(16))",68
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",90
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",82
Python,for i in range(10): print(i),58
Python,def factorial(n): return  1 if n==0 else n*factorial(n-1),77
JavaScript,"let  i=0;
while(i<10){console.log(i);i++;}",47
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",71
Python,print([i for i in range(10)]),75
Python,"x = [i**2 for i in range(10000)]
",55
JavaScript,for(let  i=0;i<10;i++){console.log(i);},65
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World"");
 } }",62
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",50
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",80
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",85
Python,"i=0
while  i<10:
    print(i)
    i+=1",64
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",91
Python,"from  math  import  sqrt
print(sqrt(16))",72
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },68
JavaScript,console.log('Hello  World');,71
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },55
JavaScript,"console.log('Hello World');
",64
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code"");
 } }",63
Python,"import numpy as np
a=np.arange(10)
print(a)",97
JavaScript,"let nums=[];

for(let i=0;
i<5000;
i++){nums.push(i);
}",65
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",58
Python,print('Hello  World'),66
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },71
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",84
JavaScript,"console.log([...Array(10).keys()]);
",47
Java,"public class Main { public static void main(String[] args) { for(int i=0;
i<10;
i++) System.out.println(i);
 } }",63
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },60
Python,"print('Hello World')
",73
Python,"a=[]
for i in range(10000): a.append(i)",58
Java,public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } },68
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  nums  =  new  int[5000];  for(int  i=0;i<5000;i++){nums[i]=i;}  }  },48
Python,"from math import sqrt
print(sqrt(16))",78
Python,"a=[]
for i in range(10000): a.append(i)
",56
Python,"from math import sqrt
print(sqrt(16))
",78
Python,print([i for i in range(10)]),64
Python,for i in range(10): print(i),74
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",71
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",86
Python,print('Hello World'),66
Python,"print('Hello World')
",65
Python,x = [i**2 for i in range(10000)],85
Python,print('Hello World'),77
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",75
Python,"a=[]
for i in range(10000): a.append(i)",53
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",82
JavaScript,"console.log([...Array(10).keys()]);
",60
JavaScript,"console.log(Math.sqrt(16));
",89
Python,print('Hello World'),65
JavaScript,console.log([...Array(10).keys()]);,80
Python,"from math import sqrt
print(sqrt(16))
",68
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return  res",73
Python,for  i  in  range(10):  print(i),71
Python,print('Hello World'),76
Java,public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } },78
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",75
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",82
Python,"import numpy as np
a=np.arange(10)
print(a)",88
Java,"public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } }
",73
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",86
JavaScript,console.log(Math.sqrt(16));,81
Python,"i=0
while i<10:
  print(i)
  i+=1",61
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}
",80
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },76
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",90
Python,"i=0
while i<10:
  print(i)
  i+=1",47
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",84
Python,"def factorial(n): return 1 if n==0 else n*factorial(n-1)
",87
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",75
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",81
Java,"public class Main { public static void main(String[] args) { for(int i=0;
i<10;
i++) System.out.println(i);
 } }",72
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",72
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",64
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",72
Java,"public class Main { public static void main(String[] args) { for(int i=0;
i<10;
i++) System.out.println(i);
 } }",72
JavaScript,console.log('Hello  World');,67
JavaScript,"let  x  =  Array.from({length:10000},  (_,i)=>i*i);",78
JavaScript,"let i=0;

while(i<10){console.log(i);
i++;
}",59
Python,def factorial(n): return  1 if n==0 else n*factorial(n-1),74
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }",77
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },88
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",69
Java,"public class Main { public static void main(String[] args) { for(int i=0;
i<10;
i++) System.out.println(i);
 } }",74
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},85
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",85
JavaScript,"let  x  =  Array.from({length:10000},  (_,i)=>i*i);",49
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",52
JavaScript,console.log('Hello World');,73
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",79
Python,"from math import sqrt
print(sqrt(16))",81
Java,"public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } }
",51
JavaScript,"let  nums=[];
for(let  i=0;i<5000;i++){nums.push(i);}",67
JavaScript,console.log(Math.sqrt(16));,96
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",59
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Hello  World"");  }  }",70
JavaScript,"console.log(Math.sqrt(16));
",96
JavaScript,console.log('Hello  World');,64
JavaScript,console.log([...Array(10).keys()]);,61
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",65
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",58
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },94
JavaScript,console.log('Hello World');,74
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },67
JavaScript,"console.log('Hello World');
",67
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }",61
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",59
Python,def  factorial(n):  return  1  if  n==0  else  n*factorial(n-1),78
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}",59
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },79
JavaScript,"console.log(Math.sqrt(16));
",96
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",85
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",86
Python,"i=0
while  i<10:
    print(i)
    i+=1",71
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },90
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",67
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code"");
 } }",83
Java,public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } },78
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),90
Python,"a=[]
for i in range(10000): a.append(i)",54
Python,"from  math  import  sqrt
print(sqrt(16))",69
Python,print('Hello  World'),64
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",80
Python,print('Hello World'),67
JavaScript,"console.log([...Array(10).keys()]);
",54
Python,print([i  for  i  in  range(10)]),70
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res
",70
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } }
",55
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",54
Python,"i=0
while i<10:
  print(i)
  i+=1
",61
JavaScript,"console.log([...Array(10).keys()]);
",53
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }
",60
JavaScript,"let nums=[];

for(let i=0;
i<5000;
i++){nums.push(i);
}",77
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },74
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}
",68
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },85
JavaScript,for(let i=0;i<10;i++){console.log(i);},61
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",77
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",79
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Inefficient  code"");  }  }",62
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",60
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",69
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",55
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",74
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return  res",59
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },89
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",64
Python,print([i  for  i  in  range(10)]),71
Python,print('Hello  World'),80
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }
",76
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000];
 for(int i=0;
i<5000;
i++){nums[i]=i;
} } }",79
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",67
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",96
Python,"i=0
while  i<10:
    print(i)
    i+=1",76
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",79
Python,print([i for i in range(10)]),57
JavaScript,console.log('Hello  World');,70
Python,"a=[]
for i in range(10000): a.append(i)",75
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  nums  =  new  int[5000];  for(int  i=0;i<5000;i++){nums[i]=i;}  }  },77
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",54
Python,for i in range(10): print(i),69
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },72
Python,print([i  for  i  in  range(10)]),76
Python,x = [i**2 for i in range(10000)],58
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000];
 for(int i=0;
i<5000;
i++){nums[i]=i;
} } }",83
JavaScript,console.log('Hello  World');,71
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",52
Java,"public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } }
",63
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  arr  =  new  int[10000];  for(int  i=0;i<10000;i++){arr[i]=i;}  }  },52
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",71
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}
",48
JavaScript,"for(let i=0;i<10;i++){console.log(i);}
",85
JavaScript,console.log('Hello  World');,64
Python,"a=[]
for i in range(10000): a.append(i)",60
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },76
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Inefficient  code"");  }  }",81
Python,"x = [i**2 for i in range(10000)]
",71
JavaScript,for(let i=0;i<10;i++){console.log(i);},86
Python,"i=0
while i<10:
  print(i)
  i+=1",65
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",80
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",68
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}
",75
Python,print([i for i in range(10)]),75
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",70
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000];
 for(int i=0;
i<5000;
i++){nums[i]=i;
} } }",68
JavaScript,function fact(n){return  n==0?1:n*fact(n-1);},76
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",76
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},73
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",70
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",91
JavaScript,console.log('Hello  World');,62
Python,"import numpy as np
a=np.arange(10)
print(a)",82
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",75
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",83
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000];
 for(int i=0;
i<5000;
i++){nums[i]=i;
} } }",66
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",51
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },93
Python,"i=0
while i<10:
  print(i)
  i+=1
",67
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",65
Python,print([i for i in range(10)]),65
Python,"a=[]
for  i  in  range(10000):  a.append(i)",80
Python,"i=0
while i<10:
  print(i)
  i+=1",57
JavaScript,"console.log(Math.sqrt(16));
",97
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",57
JavaScript,console.log(Math.sqrt(16));,88
Java,"public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } }
",87
JavaScript,"let  x  =  Array.from({length:10000},  (_,i)=>i*i);",51
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }
",68
JavaScript,console.log([...Array(10).keys()]);,79
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",85
Python,"x = [i**2 for i in range(10000)]
",59
Python,for i in range(10): print(i),54
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",83
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",88
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",85
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}
",47
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",71
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",59
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(Math.sqrt(16));  }  },98
Python,"import numpy as np
a=np.arange(10)
print(a)",80
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",60
Python,"from math import sqrt
print(sqrt(16))",47
JavaScript,"for(let i=0;i<10;i++){console.log(i);}
",57
Python,"from math import sqrt
print(sqrt(16))",79
Python,print('Hello World'),69
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",64
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),74
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },88
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",82
Python,print('Hello World'),60
JavaScript,"let i=0;

while(i<10){console.log(i);
i++;
}",67
Python,"from math import sqrt
print(sqrt(16))",82
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",85
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",67
Python,"print('Hello World')
",71
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },71
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },83
Python,print([i for i in range(10)]),71
JavaScript,console.log('Hello  World');,69
Python,"a=[]
for i in range(10000): a.append(i)",68
JavaScript,"console.log([...Array(10).keys()]);
",76
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",46
Python,print([i for i in range(10)]),63
JavaScript,console.log('Hello World');,62
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Inefficient  code"");  }  }",65
Python,"print('Hello World')
",69
JavaScript,"console.log('Hello World');
",77
JavaScript,console.log('Hello  World');,75
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}
",77
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",84
JavaScript,console.log('Hello  World');,71
Python,"a=[]
for i in range(10000): a.append(i)",80
Python,"from math import sqrt
print(sqrt(16))",82
JavaScript,function fact(n){return  n==0?1:n*fact(n-1);},78
JavaScript,"console.log([...Array(10).keys()]);
",49
Python,"from math import sqrt
print(sqrt(16))",69
Python,def factorial(n): return  1 if n==0 else n*factorial(n-1),74
Python,"from math import sqrt
print(sqrt(16))
",68
JavaScript,"console.log('Hello World');
",68
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",86
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",68
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",88
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",73
JavaScript,"console.log(Math.sqrt(16));
",76
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },74
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",71
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",69
JavaScript,console.log('Hello World');,67
Python,for i in range(10): print(i),66
JavaScript,"console.log([...Array(10).keys()]);
",48
Python,"from math import sqrt
print(sqrt(16))",85
JavaScript,console.log('Hello  World');,70
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",87
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },75
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }",75
Python,"import numpy as np
a=np.arange(10)
print(a)",81
JavaScript,"let arr=[];

for(let i=0;
i<10000;
i++){arr.push(i);
}",69
JavaScript,console.log('Hello World');,65
JavaScript,"console.log([...Array(10).keys()]);
",75
JavaScript,console.log('Hello  World');,76
Java,"public class Main { public static void main(String[] args) { for(int i=0;
i<10;
i++) System.out.println(i);
 } }",68
Java,"public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } }
",91
JavaScript,"console.log(Math.sqrt(16));
",87
Python,for i in range(10): print(i),63
Java,"public class Main { public static void main(String[] args) { for(int i=0;
i<10;
i++) System.out.println(i);
 } }",81
JavaScript,"let i=0;

while(i<10){console.log(i);
i++;
}",57
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",80
